algoritmo,tamanho_array,probabilidade,input,output,output_correto,tamanho_sub_array_ordenado,distancia
bubble, 100, 0.15, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 1 1 2 2 2 3 5 3 6 6 7 7 7 9 10 8 11 11 11 12 12 13 14 11 14 15 16 17 17 18 19 18 20 20 22 23 25 26 27 27 28 26 24 28 4 28 29 11 29 30 31 27 31 32 33 33 35 35 37 38 37 41 15 12 25 42 38 43 45 47 29 39 38 39 11 49 40 49 24 42 49 27 41 30 49 47 5 39 18 41 44 19 18 49 26 39 39 48 44 26, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 10, -1239360197
quick, 100, 0.25, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 44 47 2 1 37 39 7 11 26 18 38 27 29 35 41 49 32 49 18 27 49 1 7 14 3 4 15 7 9 5 11 6 11 11 14 18 10 17 12 12 15 18 2 24 42 19 5 11 33 41 49 16 26 39 43 20 28 29 38 41 42 19 23 27 38 35 3 13 2 12 8 11 20 22 24 44 6 33 26 26 39 28 30 27 30 29 31 39 49 48 45 47 17 28 37 25 40 25 31 39, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 6, -80415266
insertion, 100, 0.25, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 11 5 8 17 17 43 2 9 11 13 19 47 49 2 49 42 31 42 28 38 27 28 28 45 49 41 31 37 3 7 47 20 25 30 29 40 27 1 7 18 32 1 29 33 37 49 39 3 6 7 35 2 26 27 14 18 16 26 39 12 10 14 38 15 20 11 25 33 39 23 35 6 11 22 41 12 41 48 44 49 29 30 4 11 12 15 38 24 39 26 27 39 24 44 19 18 18 11 5 26, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 7, 1123754922
merge, 100, 0.25, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 11 1 6 2 1 7 11 32 12 27 10 11 5 23 13 19 31 2 24 15 38 12 28 6 20 26 3 26 29 2 14 26 14 42 38 43 8 25 20 22 31 17 7 27 29 15 35 39 45 16 24 27 35 33 39 18 44 26 28 17 29 41 49 37 12 39 18 27 18 5 30 19 18 37 41 39 41 39 11 4 40 7 30 47 3 44 11 25 33 48 49 47 49 9 42 11 49 38 28 49, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 5, 768782432
bubble, 100, 0.25, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 1 2 1 2 2 3 7 3 5 7 6 7 8 9 10 11 11 13 11 11 17 17 19 20 25 15 27 27 28 28 28 6 12 29 30 29 18 31 14 31 32 37 41 38 42 14 42 16 12 43 12 45 18 22 33 47 40 23 20 25 49 49 26 35 37 4 15 49 35 24 47 26 27 33 38 11 39 39 49 27 41 39 24 18 38 44 29 26 41 48 49 30 39 5 11 39 18 19 44 26, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 8, 1455289159
quick, 100, 0.5, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 2 10 12 17 38 16 18 33 49 18 25 11 15 22 27 26 49 33 41 35 42 35 29 7 39 28 32 14 38 28 9 39 39 31 12 49 37 4 26 28 11 23 48 25 38 1 8 19 5 17 11 2 47 27 5 18 41 26 6 43 13 20 30 44 40 7 11 18 19 30 12 37 20 1 27 15 3 11 39 3 41 47 49 44 24 42 29 39 49 45 26 24 6 7 31 29 14 27 11 2, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 5, 2074770712
insertion, 100, 0.5, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 17 8 11 5 17 43 2 11 9 49 13 19 49 2 45 42 38 47 42 27 28 28 49 41 20 31 28 37 47 31 30 25 1 3 40 27 7 29 49 33 1 7 29 39 3 32 18 37 7 2 35 16 6 39 27 14 26 18 26 15 33 12 38 14 25 39 11 10 6 20 44 23 35 41 22 49 41 12 38 29 30 11 24 48 12 15 26 11 4 27 24 39 39 18 44 19 18 26 5 11, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 4, 7717854
merge, 100, 0.5, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 39 35 41 12 32 2 18 8 1 42 18 11 33 48 27 45 29 39 5 1 38 31 11 47 7 37 28 6 39 11 25 27 2 26 11 43 11 44 44 35 3 49 14 12 39 26 20 38 38 49 28 41 17 27 20 7 24 9 49 33 18 17 14 29 40 7 3 15 31 11 23 49 42 10 30 16 19 13 22 27 25 6 39 37 2 12 29 26 47 15 18 28 24 26 41 49 30 4 19 5, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 4, -1893322223
bubble, 100, 0.5, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 38 28 42 9 2 8 28 31 41 17 47 49 49 30 13 5 2 17 29 49 43 11 19 7 28 45 37 11 42 27 31 14 47 7 1 32 20 33 27 29 3 40 35 49 18 2 26 1 37 27 16 25 14 12 3 41 18 6 33 39 39 10 20 15 44 39 38 22 7 26 35 6 23 41 15 25 11 49 12 30 12 4 11 24 48 26 38 39 29 11 19 44 39 24 18 11 27 5 18 26, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 5, -1561000246
quick, 100, 0.6, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 40 39 48 49 32 5 11 26 26 27 39 49 13 29 27 25 43 24 39 44 41 24 23 14 38 28 19 3 49 35 11 16 42 41 11 3 2 42 38 26 18 26 1 6 18 17 11 35 5 2 31 47 33 49 31 1 28 37 49 2 29 28 27 14 41 39 25 7 39 44 4 9 37 47 18 38 29 18 12 20 30 30 7 17 8 45 12 11 6 19 12 11 27 33 7 15 15 22 10 20, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 7, -1126493389
insertion, 100, 0.6, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 17 9 8 5 17 49 11 43 13 49 11 19 2 47 2 42 38 45 31 42 49 47 27 41 28 31 28 28 37 25 20 3 29 40 1 30 7 27 7 49 1 37 32 29 39 35 33 3 7 26 18 16 6 27 18 14 33 39 2 26 12 15 25 14 23 38 11 39 10 20 35 44 22 41 6 49 41 48 38 30 29 11 12 12 39 24 15 4 27 26 11 39 24 18 44 19 18 5 11 26, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 4, -2107801285
merge, 100, 0.6, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 29 1 6 33 11 39 11 39 31 49 41 27 29 17 9 43 27 39 28 37 20 23 25 20 24 37 11 49 19 41 42 12 42 35 28 26 22 39 18 18 14 26 8 14 49 32 31 38 17 38 10 39 15 3 13 35 7 47 7 5 2 6 28 15 45 44 49 47 16 27 49 33 26 5 2 24 29 19 12 1 27 26 44 41 2 11 18 18 11 25 7 4 12 3 30 40 48 11 38 30, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 4, -354246027
bubble, 100, 0.6, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 49 42 49 49 45 28 47 42 28 47 38 49 37 41 40 43 9 37 39 29 17 33 19 25 32 8 31 31 2 27 11 28 11 27 20 18 5 29 13 17 30 15 7 1 35 26 2 39 7 33 7 25 14 1 26 38 3 16 3 27 2 39 44 6 18 23 41 12 38 10 20 30 49 35 41 11 14 27 26 29 22 48 24 11 15 44 11 24 12 39 6 39 12 19 18 18 4 26 5 11, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 4, -1613007526
quick, 100, 0.75, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 49 43 28 26 42 28 8 38 49 45 49 44 2 29 29 30 47 42 41 27 27 47 13 39 19 39 39 40 27 39 27 20 49 39 37 23 38 31 35 30 26 19 33 49 31 48 25 24 38 15 32 18 26 3 17 16 24 11 44 18 18 41 41 25 6 12 7 4 11 35 1 1 5 33 22 11 2 37 12 14 15 18 20 5 29 12 10 7 11 17 3 28 26 14 11 11 7 9 2 6, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 5, 1679207177
insertion, 100, 0.75, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 17 17 43 11 9 11 13 8 2 49 5 47 19 49 2 45 41 49 42 28 42 31 38 31 28 28 37 20 47 27 25 3 30 40 27 29 1 7 7 1 33 32 49 29 39 37 18 7 3 6 35 26 2 27 16 14 39 26 25 18 39 12 33 15 41 14 38 44 23 11 10 20 35 49 41 22 6 48 39 38 12 29 30 24 11 12 15 26 27 4 11 39 18 24 44 19 11 18 26 5, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 5, -1212237682
merge, 100, 0.75, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 49 49 39 47 45 39 38 44 30 49 38 47 29 37 30 29 18 26 26 40 37 26 15 24 31 11 5 39 19 42 11 38 28 27 20 7 35 4 41 29 17 43 12 41 49 48 33 2 35 42 31 28 27 3 26 27 12 39 25 24 39 11 13 27 16 49 41 11 25 23 18 18 22 15 18 19 14 11 9 20 28 12 14 6 11 10 8 17 7 1 33 32 5 44 2 6 2 1 7 3, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 4, -592746329
bubble, 100, 0.75, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 49 49 49 49 47 45 43 47 42 41 42 49 40 39 39 38 38 37 35 37 33 32 33 31 30 28 29 31 28 41 29 28 27 17 27 26 27 20 26 25 18 48 19 17 41 16 13 11 11 14 44 9 39 8 7 38 7 6 7 5 2 3 35 2 27 3 26 30 25 23 1 20 1 22 15 15 39 12 12 18 29 11 10 44 2 11 6 39 14 11 12 24 24 19 18 4 18 5 11 26, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 4, 1530187141
quick, 100, 0.9, 8 17 17 5 11 43 2 11 9 49 13 19 49 47 2 42 45 42 28 38 31 41 27 49 28 28 31 37 47 20 25 3 30 40 27 29 7 1 1 7 33 32 49 29 37 39 18 3 7 35 6 2 26 27 14 16 39 18 26 33 12 15 14 38 25 11 39 10 20 23 35 44 41 22 6 49 41 48 12 38 11 29 30 12 15 24 26 4 27 11 39 39 24 18 44 19 18 11 5 26, 43 49 49 49 47 42 45 41 35 49 41 41 48 40 39 47 18 18 44 39 39 38 38 37 37 44 35 33 33 31 38 32 30 30 29 19 29 13 27 39 29 28 23 28 28 14 27 27 27 26 25 26 20 20 24 19 25 17 18 24 15 22 17 26 16 14 31 39 15 12 12 12 2 18 49 11 5 8 42 11 11 11 11 9 7 5 7 10 4 11 3 7 26 6 6 3 1 2 2 1, 1 1 2 2 2 3 3 4 5 5 6 6 7 7 7 8 9 10 11 11 11 11 11 11 12 12 12 13 14 14 15 15 16 17 17 18 18 18 18 19 19 20 20 22 23 24 24 25 25 26 26 26 26 27 27 27 27 28 28 28 29 29 29 30 30 31 31 32 33 33 35 35 37 37 38 38 38 39 39 39 39 39 40 41 41 41 42 42 43 44 44 45 47 47 48 49 49 49 49 49, 4, 188058423
